payment_id,customer_id,staff_id,rental_id,amount,payment_date
31798,257,1,5495,6.99,2007-04-09 22:45:21 UTC
31803,257,1,7176,2.99,2007-04-27 06:32:55 UTC
25057,257,1,15025,0.99,2007-03-22 07:25:51 UTC
25046,257,1,11230,4.99,2007-03-02 11:27:35 UTC
25054,257,1,13389,2.99,2007-03-19 20:21:18 UTC
25051,257,1,12904,5.99,2007-03-19 02:39:17 UTC
31809,257,1,8344,4.99,2007-04-29 03:13:52 UTC
31804,257,1,7496,1.99,2007-04-27 18:32:32 UTC
31797,257,2,4574,4.99,2007-04-08 04:08:09 UTC
25053,257,2,13218,0.99,2007-03-19 14:08:06 UTC
31811,257,2,8946,6.99,2007-04-30 01:43:20 UTC
25055,257,2,13846,5.99,2007-03-20 13:00:58 UTC
25052,257,2,13203,7.99,2007-03-19 13:29:25 UTC
31801,257,2,6711,5.99,2007-04-12 11:52:07 UTC
25059,257,2,15968,0.99,2007-03-23 18:19:56 UTC
25049,257,2,11860,1.99,2007-03-17 12:20:53 UTC
31808,257,2,8252,2.99,2007-04-28 23:22:44 UTC
31807,257,2,8156,3.99,2007-04-28 19:27:31 UTC
25050,257,2,12841,2.99,2007-03-19 00:24:22 UTC
31813,257,2,10142,4.99,2007-04-30 20:39:21 UTC
31796,257,2,4462,6.99,2007-04-07 22:31:16 UTC
25056,257,2,14115,0.99,2007-03-20 23:38:56 UTC
31805,257,2,7510,2.99,2007-04-27 19:06:24 UTC
31806,257,2,7518,5.99,2007-04-27 19:29:43 UTC
19470,257,2,3083,4.99,2007-02-20 14:02:14 UTC
31802,257,2,7007,4.99,2007-04-27 00:12:06 UTC
25048,257,2,11545,6.99,2007-03-16 23:24:33 UTC
27940,513,1,7655,0.99,2007-04-28 00:29:38 UTC
18158,513,1,1607,2.99,2007-02-16 04:54:02 UTC
21853,513,1,14875,4.99,2007-03-22 02:03:06 UTC
27946,513,1,10012,3.99,2007-04-30 16:34:33 UTC
21854,513,1,15035,4.99,2007-03-22 08:02:59 UTC
21844,513,1,11165,2.99,2007-03-02 08:40:44 UTC
21850,513,1,13596,5.99,2007-03-20 04:27:25 UTC
27942,513,1,8350,4.99,2007-04-29 03:19:06 UTC
21845,513,1,11407,3.99,2007-03-02 17:47:10 UTC
27944,513,1,8798,5.99,2007-04-29 19:44:05 UTC
27938,513,1,5741,7.99,2007-04-10 10:24:07 UTC
21846,513,1,11755,3.99,2007-03-17 07:44:02 UTC
21851,513,1,13690,4.99,2007-03-20 07:35:54 UTC
21847,513,1,12559,5.99,2007-03-18 13:22:25 UTC
27939,513,1,6027,4.99,2007-04-11 00:54:56 UTC
18159,513,2,2290,7.99,2007-02-18 06:03:04 UTC
18160,513,2,2737,1.99,2007-02-19 14:17:00 UTC
27945,513,2,9862,2.99,2007-04-30 11:33:30 UTC
21856,513,2,15545,5.99,2007-03-23 02:48:43 UTC
21852,513,2,14844,7.99,2007-03-22 00:37:39 UTC
27941,513,2,8320,4.99,2007-04-29 02:18:25 UTC
27937,513,2,4220,4.99,2007-04-07 10:41:03 UTC
21855,513,2,15289,6.99,2007-03-22 17:55:51 UTC
27936,513,2,4178,4.99,2007-04-07 08:42:58 UTC
21848,513,2,12784,2.99,2007-03-18 22:31:13 UTC
27934,513,2,3872,0.99,2007-04-06 16:28:46 UTC
21849,513,2,12807,4.99,2007-03-18 23:07:13 UTC
21843,513,2,11081,2.99,2007-03-02 05:58:41 UTC
27943,513,2,8683,9.99,2007-04-29 14:44:10 UTC
27935,513,2,4055,2.99,2007-04-07 02:17:40 UTC
22691,2,1,10466,0.99,2007-03-01 08:13:53 UTC
29018,2,1,10136,2.99,2007-04-30 20:27:23 UTC
29005,2,1,5636,2.99,2007-04-10 04:59:51 UTC
29008,2,1,7376,5.99,2007-04-27 13:51:29 UTC
22696,2,1,11614,2.99,2007-03-17 02:20:45 UTC
22698,2,1,14475,4.99,2007-03-21 11:52:59 UTC
18502,2,1,2128,2.99,2007-02-17 19:23:25 UTC
29011,2,1,8598,2.99,2007-04-29 11:25:26 UTC
22694,2,1,11177,6.99,2007-03-02 09:12:15 UTC
22692,2,1,10918,0.99,2007-03-02 00:39:23 UTC
22697,2,1,12963,2.99,2007-03-19 04:54:31 UTC
29006,2,1,5755,6.99,2007-04-10 11:07:23 UTC
29013,2,1,9031,4.99,2007-04-30 04:34:37 UTC
22693,2,1,11087,5.99,2007-03-02 06:10:08 UTC
22701,2,2,15907,4.99,2007-03-23 16:08:02 UTC
29015,2,2,9248,0.99,2007-04-30 12:42:38 UTC
29014,2,2,9236,10.99,2007-04-30 12:16:10 UTC
29017,2,2,9465,6.99,2007-04-30 21:08:20 UTC
22699,2,2,14743,5.99,2007-03-21 21:10:23 UTC
22700,2,2,15145,4.99,2007-03-22 12:21:31 UTC
29009,2,2,7459,5.99,2007-04-27 17:08:47 UTC
29007,2,2,7346,4.99,2007-04-27 12:59:09 UTC
29010,2,2,8230,5.99,2007-04-28 22:41:26 UTC
29016,2,2,9296,6.99,2007-04-30 14:49:40 UTC
22695,2,2,11256,2.99,2007-03-02 12:13:20 UTC
29012,2,2,8705,5.99,2007-04-29 15:42:56 UTC
31818,258,1,5674,0.99,2007-04-10 06:54:53 UTC
31821,258,1,7814,2.99,2007-04-28 06:38:15 UTC
25065,258,1,12246,5.99,2007-03-18 02:17:08 UTC
31822,258,1,8675,4.99,2007-04-29 14:24:45 UTC
25068,258,1,13695,6.99,2007-03-20 07:41:52 UTC
25067,258,1,13491,4.99,2007-03-19 23:59:23 UTC
31819,258,1,5935,9.99,2007-04-10 20:39:31 UTC
19471,258,1,1743,2.99,2007-02-16 15:06:37 UTC
25062,258,1,10325,5.99,2007-03-01 03:20:39 UTC
31815,258,1,4677,5.99,2007-04-08 08:59:03 UTC
25064,258,1,10393,0.99,2007-03-01 05:21:17 UTC
31820,258,2,6012,4.99,2007-04-11 00:28:39 UTC
25070,258,2,14901,6.99,2007-03-22 03:00:04 UTC
31816,258,2,4897,0.99,2007-04-08 18:53:38 UTC
19472,258,2,2678,0.99,2007-02-19 10:40:50 UTC
31823,258,2,9069,4.99,2007-04-30 06:08:26 UTC
19473,258,2,2931,8.99,2007-02-20 03:19:12 UTC
25063,258,2,10332,6.99,2007-03-01 03:25:59 UTC
25060,258,2,10293,1.99,2007-03-01 02:12:53 UTC
25069,258,2,13897,2.99,2007-03-20 14:30:55 UTC
31817,258,2,5312,5.99,2007-04-09 14:31:36 UTC
25066,258,2,12296,3.99,2007-03-18 03:44:55 UTC
25061,258,2,10315,4.99,2007-03-01 03:03:12 UTC
31814,258,2,4408,2.99,2007-04-07 20:09:33 UTC
18164,514,1,2789,0.99,2007-02-19 17:16:48 UTC
18166,514,1,3385,0.99,2007-02-21 12:45:15 UTC
21867,514,1,15776,5.99,2007-03-23 11:54:28 UTC
21857,514,1,11675,1.99,2007-03-17 04:26:21 UTC
27950,514,1,9038,3.99,2007-04-30 04:52:02 UTC
21860,514,1,12302,4.99,2007-03-18 04:10:06 UTC
21866,514,1,15451,2.99,2007-03-22 23:24:54 UTC
21865,514,1,14386,1.99,2007-03-21 08:35:01 UTC
18162,514,1,2002,3.99,2007-02-17 10:08:25 UTC
21859,514,1,12293,4.99,2007-03-18 03:42:03 UTC
21862,514,1,12752,2.99,2007-03-18 21:02:03 UTC
27949,514,1,7791,4.99,2007-04-28 05:51:18 UTC
21864,514,1,14052,0.99,2007-03-20 20:40:13 UTC
18165,514,2,3084,2.99,2007-02-20 14:03:51 UTC
18161,514,2,1692,4.99,2007-02-16 10:58:46 UTC
21858,514,2,12067,4.99,2007-03-17 20:05:14 UTC
21863,514,2,13344,3.99,2007-03-19 18:51:11 UTC
18163,514,2,2362,0.99,2007-02-18 11:59:42 UTC
21861,514,2,12578,0.99,2007-03-18 14:15:38 UTC
27948,514,2,3860,2.99,2007-04-06 15:48:51 UTC
27947,514,2,3668,5.99,2007-04-06 07:05:15 UTC
22704,3,1,13403,8.99,2007-03-19 20:46:34 UTC
18503,3,1,1546,8.99,2007-02-16 00:02:32 UTC
29030,3,1,9595,2.99,2007-04-30 01:56:25 UTC
29027,3,1,8545,2.99,2007-04-29 09:35:31 UTC
18506,3,1,2628,2.99,2007-02-19 07:03:20 UTC
29025,3,1,7911,4.99,2007-04-28 10:15:12 UTC
29028,3,1,9226,1.99,2007-04-30 11:59:47 UTC
22708,3,1,15619,2.99,2007-03-23 05:38:41 UTC
18504,3,1,1726,6.99,2007-02-16 13:47:37 UTC
29019,3,1,4180,4.99,2007-04-07 08:51:52 UTC
29020,3,1,4725,4.99,2007-04-08 11:15:38 UTC
29021,3,1,7096,5.99,2007-04-27 03:23:09 UTC
22705,3,2,13610,2.99,2007-03-20 04:42:39 UTC
18505,3,2,1911,6.99,2007-02-17 03:43:42 UTC
29029,3,2,9443,3.99,2007-04-30 20:14:13 UTC
29026,3,2,8086,4.99,2007-04-28 16:45:41 UTC
22706,3,2,14699,8.99,2007-03-21 19:19:15 UTC
22703,3,2,12556,4.99,2007-03-18 13:18:22 UTC
29031,3,2,9816,4.99,2007-04-30 10:01:25 UTC
29022,3,2,7503,10.99,2007-04-27 18:51:39 UTC
22707,3,2,15038,0.99,2007-03-22 08:05:54 UTC
29023,3,2,7703,7.99,2007-04-28 02:27:48 UTC
29024,3,2,7724,6.99,2007-04-28 03:14:57 UTC
22702,3,2,10597,5.99,2007-03-01 12:48:15 UTC
25073,259,1,11184,3.99,2007-03-02 09:29:53 UTC
25075,259,1,13109,4.99,2007-03-19 09:51:47 UTC
25083,259,1,15425,10.99,2007-03-22 22:34:24 UTC
25085,259,1,15689,2.99,2007-03-23 08:21:22 UTC
25084,259,1,15473,2.99,2007-03-23 00:07:37 UTC
31833,259,1,9444,7.99,2007-04-30 20:17:11 UTC
25072,259,1,10781,2.99,2007-03-01 19:51:08 UTC
19474,259,1,1641,7.99,2007-02-16 07:14:53 UTC
25078,259,1,13598,5.99,2007-03-20 04:27:44 UTC
25071,259,1,10510,3.99,2007-03-01 09:56:57 UTC
31826,259,1,6074,0.99,2007-04-11 03:28:23 UTC
31832,259,1,9282,6.99,2007-04-30 13:45:58 UTC
31830,259,1,7817,4.99,2007-04-28 06:49:22 UTC
25080,259,2,14067,6.99,2007-03-20 21:17:50 UTC
31829,259,2,7774,7.99,2007-04-28 05:31:52 UTC
25162,259,2,4591,1.99,2007-03-23 04:41:43 UTC
25074,259,2,12680,6.99,2007-03-18 18:12:13 UTC
25076,259,2,13112,2.99,2007-03-19 09:55:37 UTC
19477,259,2,2375,5.99,2007-02-18 13:15:56 UTC
25079,259,2,13649,4.99,2007-03-20 06:17:05 UTC
25077,259,2,13366,4.99,2007-03-19 19:43:12 UTC
25081,259,2,14170,4.99,2007-03-21 01:29:06 UTC
31827,259,2,6539,3.99,2007-04-12 03:19:16 UTC
31824,259,2,4199,5.99,2007-04-07 09:41:34 UTC
25082,259,2,14966,2.99,2007-03-22 05:14:24 UTC
19476,259,2,1813,2.99,2007-02-16 19:39:27 UTC
19475,259,2,1723,7.99,2007-02-16 13:42:45 UTC
31828,259,2,7188,2.99,2007-04-27 07:00:35 UTC
31825,259,2,4489,4.99,2007-04-07 23:52:25 UTC
31831,259,2,9205,6.99,2007-04-30 11:15:07 UTC
27958,515,1,10159,4.99,2007-04-30 21:22:57 UTC
27957,515,1,8706,4.99,2007-04-29 15:47:42 UTC
18167,515,1,1244,4.99,2007-02-15 03:37:07 UTC
21875,515,1,12889,5.99,2007-03-19 02:09:58 UTC
21869,515,1,11451,3.99,2007-03-02 19:14:23 UTC
21871,515,1,11691,3.99,2007-03-17 05:19:32 UTC
21874,515,1,12486,8.99,2007-03-18 11:11:17 UTC
18172,515,2,3063,3.99,2007-02-20 12:20:30 UTC
21872,515,2,11937,6.99,2007-03-17 15:17:03 UTC
27954,515,2,5546,2.99,2007-04-10 01:19:04 UTC
27953,515,2,5216,0.99,2007-04-09 10:23:25 UTC
21876,515,2,14072,4.99,2007-03-20 21:35:37 UTC
27952,515,2,4111,6.99,2007-04-07 05:16:23 UTC
21870,515,2,11572,4.99,2007-03-17 00:06:22 UTC
27951,515,2,3782,0.99,2007-04-06 12:25:30 UTC
21868,515,2,10716,0.99,2007-03-01 17:22:15 UTC
27955,515,2,5697,4.99,2007-04-10 08:13:11 UTC
21879,515,2,15274,4.99,2007-03-22 17:24:19 UTC
21877,515,2,14378,3.99,2007-03-21 08:18:29 UTC
21878,515,2,14414,0.99,2007-03-21 09:36:44 UTC
21873,515,2,12416,2.99,2007-03-18 08:25:15 UTC
18169,515,2,2003,4.99,2007-02-17 10:09:02 UTC
27956,515,2,7429,3.99,2007-04-27 15:53:17 UTC
18170,515,2,2484,4.99,2007-02-18 19:53:50 UTC
18171,515,2,2513,0.99,2007-02-18 22:21:42 UTC
18168,515,2,1531,5.99,2007-02-15 23:09:01 UTC
22712,4,1,12151,2.99,2007-03-17 22:42:30 UTC
22710,4,1,11110,2.99,2007-03-02 06:48:58 UTC
22715,4,1,13704,2.99,2007-03-20 08:00:31 UTC
18508,4,1,1633,0.99,2007-02-16 06:37:07 UTC
29035,4,1,9100,5.99,2007-04-30 07:14:36 UTC
18512,4,1,2642,5.99,2007-02-19 08:07:28 UTC
29032,4,1,7660,2.99,2007-04-28 00:38:37 UTC
18507,4,1,1297,4.99,2007-02-15 07:59:55 UTC
22718,4,1,15147,2.99,2007-03-22 12:26:50 UTC
29036,4,1,9371,5.99,2007-04-30 17:26:27 UTC
29034,4,1,8741,3.99,2007-04-29 17:13:24 UTC
22716,4,1,13807,6.99,2007-03-20 11:24:07 UTC
29033,4,2,7718,2.99,2007-04-28 03:06:26 UTC
18511,4,2,2043,0.99,2007-02-17 12:59:39 UTC
18509,4,2,1707,2.99,2007-02-16 12:29:54 UTC
22709,4,2,11069,0.99,2007-03-02 05:38:01 UTC
22713,4,2,12294,8.99,2007-03-18 03:43:11 UTC
18510,4,2,1735,0.99,2007-02-16 14:20:19 UTC
22711,4,2,11529,4.99,2007-03-16 22:56:28 UTC
22719,4,2,15635,1.99,2007-03-23 06:11:27 UTC
22717,4,2,14225,4.99,2007-03-21 03:22:04 UTC
22714,4,2,12856,1.99,2007-03-19 00:47:40 UTC
19482,260,1,2178,0.99,2007-02-17 23:07:02 UTC
25090,260,1,13966,2.99,2007-03-20 16:56:55 UTC
31844,260,1,8717,0.99,2007-04-29 16:09:12 UTC
31842,260,1,8475,1.99,2007-04-29 07:06:08 UTC
25087,260,1,12852,0.99,2007-03-19 00:41:07 UTC
31843,260,1,8484,2.99,2007-04-29 07:20:26 UTC
25089,260,1,13685,3.99,2007-03-20 07:25:38 UTC
31840,260,1,7268,1.99,2007-04-27 09:51:36 UTC
25095,260,1,14610,6.99,2007-03-21 16:27:36 UTC
25094,260,1,14579,7.99,2007-03-21 15:23:14 UTC
31841,260,1,7885,7.99,2007-04-28 09:06:08 UTC
31837,260,1,4870,2.99,2007-04-08 17:43:12 UTC
19483,260,1,2823,7.99,2007-02-19 18:58:48 UTC
31845,260,1,8933,0.99,2007-04-30 01:04:33 UTC
19485,260,1,3193,0.99,2007-02-20 22:20:57 UTC
19478,260,1,1626,3.99,2007-02-16 06:18:14 UTC
19481,260,1,2091,10.99,2007-02-17 16:37:31 UTC
31835,260,2,4054,0.99,2007-04-07 02:10:34 UTC
31839,260,2,7072,0.99,2007-04-27 02:31:00 UTC
31838,260,2,6328,2.99,2007-04-11 17:38:00 UTC
25091,260,2,13978,0.99,2007-03-20 17:31:52 UTC
25092,260,2,14035,2.99,2007-03-20 20:00:25 UTC
19484,260,2,2958,3.99,2007-02-20 05:24:47 UTC
25088,260,2,13440,2.99,2007-03-19 22:11:19 UTC
19480,260,2,2040,2.99,2007-02-17 12:47:04 UTC
25093,260,2,14441,2.99,2007-03-21 10:28:05 UTC
25086,260,2,10970,8.99,2007-03-02 02:35:13 UTC
19479,260,2,2001,2.99,2007-02-17 10:03:36 UTC
31836,260,2,4741,6.99,2007-04-08 11:59:50 UTC
31846,260,2,9176,4.99,2007-04-30 10:19:21 UTC
31983,516,1,12915,0,2007-05-14 13:44:30 UTC
18174,516,1,1200,1.99,2007-02-15 00:28:18 UTC
31982,516,1,12130,5.98,2007-05-14 13:44:30 UTC
18175,516,1,1718,10.99,2007-02-16 13:20:29 UTC
27961,516,1,6858,6.99,2007-04-12 18:22:18 UTC
21883,516,1,13276,8.99,2007-03-19 16:22:09 UTC
21884,516,1,14932,0.99,2007-03-22 04:09:06 UTC
18178,516,1,3431,2.99,2007-02-21 17:15:15 UTC
21886,516,1,15701,0.99,2007-03-23 08:50:48 UTC
27962,516,1,7628,4.99,2007-04-27 23:26:31 UTC
21882,516,1,12535,1.99,2007-03-18 12:33:49 UTC
18176,516,1,2017,0.99,2007-02-17 11:01:57 UTC
27963,516,1,7882,4.99,2007-04-28 09:02:09 UTC
21885,516,1,15526,0.99,2007-03-23 02:12:57 UTC
21880,516,2,11926,0.99,2007-03-17 14:53:29 UTC
27967,516,2,9243,4.99,2007-04-30 12:34:54 UTC
27964,516,2,8396,4.99,2007-04-29 04:35:27 UTC
27960,516,2,6677,6.99,2007-04-12 10:26:41 UTC
18173,516,2,1159,4.99,2007-02-14 21:23:40 UTC
27966,516,2,8585,2.99,2007-04-29 10:42:45 UTC
27965,516,2,8534,5.99,2007-04-29 08:58:40 UTC
27959,516,2,5780,3.99,2007-04-10 12:14:50 UTC
18177,516,2,3068,0.99,2007-02-20 12:30:49 UTC
21881,516,2,11939,1.99,2007-03-17 15:24:24 UTC
22727,5,1,13063,1.99,2007-03-19 08:14:08 UTC
22721,5,1,10625,0.99,2007-03-01 13:55:37 UTC
29050,5,1,8978,1.99,2007-04-30 02:42:55 UTC
22725,5,1,12145,9.99,2007-03-17 22:38:31 UTC
29051,5,1,9493,4.99,2007-04-30 22:20:57 UTC
29039,5,1,5016,4.99,2007-04-09 00:26:24 UTC
22730,5,1,14430,6.99,2007-03-21 09:59:38 UTC
22726,5,1,12797,2.99,2007-03-18 22:52:35 UTC
29044,5,1,6663,3.99,2007-04-12 09:56:02 UTC
29052,5,1,9888,3.99,2007-04-30 12:29:20 UTC
29049,5,1,8263,2.99,2007-04-28 23:39:50 UTC
22723,5,1,11179,4.99,2007-03-02 09:18:33 UTC
29043,5,1,6042,8.99,2007-04-11 01:45:31 UTC
18513,5,1,1502,3.99,2007-02-15 20:31:41 UTC
29046,5,2,7293,0.99,2007-04-27 11:05:55 UTC
29037,5,2,3677,4.99,2007-04-06 07:40:25 UTC
29041,5,2,5156,1.99,2007-04-09 07:20:09 UTC
22720,5,2,10609,4.99,2007-03-01 13:17:12 UTC
18517,5,2,3126,4.99,2007-02-20 17:06:49 UTC
18514,5,2,1631,2.99,2007-02-16 06:29:29 UTC
22728,5,2,13877,0.99,2007-03-20 13:44:45 UTC
22722,5,2,11001,4.99,2007-03-02 03:25:12 UTC
22729,5,2,14053,6.99,2007-03-20 20:42:26 UTC
29038,5,2,4889,2.99,2007-04-08 18:33:10 UTC
29040,5,2,5118,5.99,2007-04-09 05:42:19 UTC
29045,5,2,6685,4.99,2007-04-12 10:44:55 UTC
22731,5,2,14494,2.99,2007-03-21 12:31:17 UTC
29042,5,2,5721,0.99,2007-04-10 09:38:02 UTC
22732,5,2,15232,0.99,2007-03-22 16:05:29 UTC
29047,5,2,7652,0.99,2007-04-28 00:18:56 UTC
32010,5,2,13209,0.99,2007-05-14 13:44:30 UTC
29048,5,2,7829,3.99,2007-04-28 07:12:06 UTC
18516,5,2,2570,2.99,2007-02-19 02:48:40 UTC
22724,5,2,11930,3.99,2007-03-17 14:57:20 UTC
18515,5,2,2063,4.99,2007-02-17 14:25:20 UTC
19486,261,1,1760,2.99,2007-02-16 16:17:04 UTC
19487,261,1,1877,5.99,2007-02-17 01:22:43 UTC
31848,261,1,5449,5.99,2007-04-09 20:40:28 UTC
31852,261,1,9842,4.99,2007-04-30 10:53:25 UTC
25103,261,1,13849,4.99,2007-03-20 13:11:01 UTC
31850,261,1,6743,0.99,2007-04-12 12:57:52 UTC
25102,261,1,13669,2.99,2007-03-20 06:54:59 UTC
25097,261,1,11834,1.99,2007-03-17 11:29:07 UTC
31847,261,1,5122,3.99,2007-04-09 05:48:02 UTC
25099,261,1,12327,6.99,2007-03-18 05:11:49 UTC
31853,261,1,9869,4.99,2007-04-30 11:50:21 UTC
19491,261,1,3363,0.99,2007-02-21 10:53:34 UTC
25104,261,2,15397,4.99,2007-03-22 21:37:13 UTC
25098,261,2,11928,2.99,2007-03-17 14:56:51 UTC
19490,261,2,2392,0.99,2007-02-18 14:02:45 UTC
19488,261,2,1988,8.99,2007-02-17 09:11:01 UTC
25100,261,2,13245,4.99,2007-03-19 15:12:08 UTC
19489,261,2,2072,3.99,2007-02-17 15:01:59 UTC
25096,261,2,10246,1.99,2007-03-01 00:58:17 UTC
25101,261,2,13506,5.99,2007-03-20 00:35:33 UTC
31849,261,2,6515,2.99,2007-04-12 02:18:59 UTC
31851,261,2,9552,4.99,2007-04-30 00:33:59 UTC
27979,517,1,10063,4.99,2007-04-30 17:53:40 UTC
21893,517,1,15559,5.99,2007-03-23 03:23:32 UTC
18181,517,1,1850,4.99,2007-02-16 23:00:02 UTC
18180,517,1,1809,8.99,2007-02-16 19:28:47 UTC
27973,517,1,4993,2.99,2007-04-08 23:18:14 UTC
21889,517,1,11684,3.99,2007-03-17 04:55:42 UTC
27969,517,1,4109,4.99,2007-04-07 05:08:10 UTC
21891,517,1,13396,0.99,2007-03-19 20:34:36 UTC
27974,517,1,5206,7.99,2007-04-09 09:39:28 UTC
27970,517,1,4369,4.99,2007-04-07 18:30:05 UTC
18183,517,1,3113,0.99,2007-02-20 16:25:07 UTC
21888,517,2,10433,4.99,2007-03-01 07:14:23 UTC
27972,517,2,4934,0.99,2007-04-08 20:47:09 UTC
27977,517,2,6903,0.99,2007-04-12 20:26:42 UTC
18182,517,2,2534,2.99,2007-02-19 00:07:06 UTC
27975,517,2,5974,5.99,2007-04-10 22:39:04 UTC
27968,517,2,4094,2.99,2007-04-07 04:28:48 UTC
27971,517,2,4374,4.99,2007-04-07 18:42:25 UTC
18179,517,2,1653,4.99,2007-02-16 08:03:12 UTC
27976,517,2,6594,4.99,2007-04-12 05:54:10 UTC
